source,query,mode,status,started_at,result_count,error,raw_response,raw_sha256
openalex,generative AI writing,broad,http-429,2026-08-22T06:32:35+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":62845,""costUsd"":0.001,""daily",raw/openalex-001.json,c6e62b5906a34dc735cf9fd6926c0d8cd959b599d5e723b1ad4cdf36f2a7c984
openalex,large language model academic writing,broad,http-429,2026-08-22T06:32:35+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":62844,""costUsd"":0.001,""daily",raw/openalex-002.json,028eb4bdfc8a2bd526a5fcf7768217da00aa67d0978356618cabb1ca4fc37a15
openalex,human AI collaborative writing,broad,http-429,2026-08-22T06:32:36+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":62844,""costUsd"":0.001,""daily",raw/openalex-003.json,028eb4bdfc8a2bd526a5fcf7768217da00aa67d0978356618cabb1ca4fc37a15
openalex,LLM writing feedback,broad,http-429,2026-08-22T06:32:36+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":62844,""costUsd"":0.001,""daily",raw/openalex-004.json,028eb4bdfc8a2bd526a5fcf7768217da00aa67d0978356618cabb1ca4fc37a15
openalex,ChatGPT scientific writing,broad,http-429,2026-08-22T06:32:36+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":62844,""costUsd"":0.001,""daily",raw/openalex-005.json,028eb4bdfc8a2bd526a5fcf7768217da00aa67d0978356618cabb1ca4fc37a15
openalex,generative AI prose quality,broad,http-429,2026-08-22T06:32:36+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":62844,""costUsd"":0.001,""daily",raw/openalex-006.json,028eb4bdfc8a2bd526a5fcf7768217da00aa67d0978356618cabb1ca4fc37a15
openalex,AI-assisted writing evaluation,broad,http-429,2026-08-22T06:32:36+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":62844,""costUsd"":0.001,""daily",raw/openalex-007.json,028eb4bdfc8a2bd526a5fcf7768217da00aa67d0978356618cabb1ca4fc37a15
openalex,AI writing economics,broad,http-429,2026-08-22T06:32:36+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":62843,""costUsd"":0.001,""daily",raw/openalex-008.json,2e692fe5ff66debb215bad2ef9bcc1dcb1a97141a9c10909b9754ea974ce444c
openalex,generative AI revision feedback,broad,http-429,2026-08-22T06:32:37+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":62843,""costUsd"":0.001,""daily",raw/openalex-009.json,2e692fe5ff66debb215bad2ef9bcc1dcb1a97141a9c10909b9754ea974ce444c
openalex,AI assisted essay revision,broad,http-429,2026-08-22T06:32:37+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":62843,""costUsd"":0.001,""daily",raw/openalex-010.json,2e692fe5ff66debb215bad2ef9bcc1dcb1a97141a9c10909b9754ea974ce444c
