source,query,mode,status,started_at,result_count,error,raw_response,raw_sha256
openalex,generative AI writing,broad,http-200,2026-08-24T14:25:31+00:00,50,,raw/openalex-001.json,dadc5471de7006050dce2c934e691fc99340402f029a2e136b3d20abe1d2a890
openalex,large language model academic writing,broad,http-200,2026-08-24T14:25:34+00:00,50,,raw/openalex-002.json,5fe6d097ea86e1d4d218fc3653a1dc69584d5b2708a28db019974c59308cec2f
openalex,human AI collaborative writing,broad,http-200,2026-08-24T14:25:38+00:00,50,,raw/openalex-003.json,823bcb0971addbe66bc431172f1a189f2641bc1cb78a5333361ea30f800661af
openalex,LLM writing feedback,broad,http-200,2026-08-24T14:25:40+00:00,50,,raw/openalex-004.json,23857c1eb14e74cc66c9e4aea31f08b23ebea62a75f7e530ac0d2021e3291268
openalex,ChatGPT scientific writing,broad,http-200,2026-08-24T14:25:47+00:00,50,,raw/openalex-005.json,b63c8165a1049c18cbe6f4b624bc84b23f4d6d95940b512797f33c8c91ed550c
openalex,generative AI prose quality,broad,http-200,2026-08-24T14:25:55+00:00,50,,raw/openalex-006.json,127a5e4705b531b768c9d3962505cb759bae4a4b943768e7426aa68ba82acbfd
openalex,AI-assisted writing evaluation,broad,http-200,2026-08-24T14:25:58+00:00,50,,raw/openalex-007.json,7b801228524d1f958f29fa97f3a974f16dc9e75048bfa690cc5a902ec71f0fb4
openalex,AI writing economics,broad,http-200,2026-08-24T14:26:02+00:00,50,,raw/openalex-008.json,d83b4a49114a671c69b09b5223af90904365f691db0b5918da6d54ca6cf969bb
openalex,generative AI revision feedback,broad,http-200,2026-08-24T14:26:04+00:00,50,,raw/openalex-009.json,f8f8a76c2b231b2ce9b4ae395368c905ae02293fb355e41deb345f57eaa4a8c3
openalex,AI assisted essay revision,broad,http-200,2026-08-24T14:26:07+00:00,50,,raw/openalex-010.json,ac7c078d2b20bf9b038f1f677bf1a346949a1bf72d213faa88240ff7e748260a
openalex,human AI co-writing agency ownership,broad,http-200,2026-08-24T14:26:09+00:00,50,,raw/openalex-011.json,2e4ee4567e0d307429b380cd50a11cde931ccaede9e9088935162cdfdddf347b
openalex,language model writing feedback evaluation,broad,http-200,2026-08-24T14:26:12+00:00,50,,raw/openalex-012.json,7755997fc7210ab539819c951c4f6b428ef987bc77bc1802124d783b367b77c5
openalex,generative AI workplace writing productivity,broad,http-200,2026-08-24T14:26:15+00:00,50,,raw/openalex-013.json,080a956695af197244ba384bc294c6314923aa248995e316b8254363a74933d6
openalex,AI academic writing systematic review,broad,http-200,2026-08-24T14:26:17+00:00,50,,raw/openalex-014.json,408a6c1eedc64ae3777d98d72273c1172806cec5e73150ff46fe03a52ac02ec7
openalex,AI writing disclosure authorship,broad,http-200,2026-08-24T14:26:20+00:00,50,,raw/openalex-015.json,7e758f1b5b92f3e95f157f847830ab68339f490869b6ac45b8205dbe97af47ec
openalex,LLM judge writing quality,broad,http-200,2026-08-24T14:26:22+00:00,50,,raw/openalex-016.json,fea9aa000c1af496ab2a395417b3255f36282d464249b50f88a6e0d3d7c5bbe4
openalex,AI writing citation accuracy,broad,http-200,2026-08-24T14:26:25+00:00,50,,raw/openalex-017.json,9a5ed261cbd8ada3cf46bb1aa03401fc84dba36e3828123f0d987d2406eae40b
openalex,writing assistance collective diversity,broad,http-200,2026-08-24T14:26:27+00:00,50,,raw/openalex-018.json,f840ecd08c65215b99ae088c036f270443aff5d043ecd8fe1d5641d933358973
openalex,AI writing reader perception,broad,http-200,2026-08-24T14:26:30+00:00,50,,raw/openalex-019.json,53cd9ae7f88f1b624bdc9c75f92b4786bfef4c6b60464647b9136b2cdbd73826
openalex,language model simulated student revisions,broad,http-200,2026-08-24T14:26:32+00:00,50,,raw/openalex-020.json,3edb15591bf9cb4242546811582b3ced34c79fb9e330b3eab9e3a4c55bf7ae54
