source,query,mode,status,started_at,result_count,error,raw_response,raw_sha256
openalex,generative AI writing,broad,http-429,2026-08-24T15:12:14+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31666,""costUsd"":0.001,""daily",raw/openalex-001.json,7edb917fe30918bbe2a93fb93b639292004130ac40bb6e891cc25ce4b41746d6
openalex,large language model academic writing,broad,http-429,2026-08-24T15:12:14+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31666,""costUsd"":0.001,""daily",raw/openalex-002.json,7edb917fe30918bbe2a93fb93b639292004130ac40bb6e891cc25ce4b41746d6
openalex,human AI collaborative writing,broad,http-429,2026-08-24T15:12:14+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31666,""costUsd"":0.001,""daily",raw/openalex-003.json,7edb917fe30918bbe2a93fb93b639292004130ac40bb6e891cc25ce4b41746d6
openalex,LLM writing feedback,broad,http-429,2026-08-24T15:12:14+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31666,""costUsd"":0.001,""daily",raw/openalex-004.json,7edb917fe30918bbe2a93fb93b639292004130ac40bb6e891cc25ce4b41746d6
openalex,ChatGPT scientific writing,broad,http-429,2026-08-24T15:12:14+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31665,""costUsd"":0.001,""daily",raw/openalex-005.json,209d6c0ae753301ad74c311ee2e88e95aec9247feb9d67bf0351614037a1430c
openalex,generative AI prose quality,broad,http-429,2026-08-24T15:12:15+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31665,""costUsd"":0.001,""daily",raw/openalex-006.json,209d6c0ae753301ad74c311ee2e88e95aec9247feb9d67bf0351614037a1430c
openalex,AI-assisted writing evaluation,broad,http-429,2026-08-24T15:12:15+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31665,""costUsd"":0.001,""daily",raw/openalex-007.json,209d6c0ae753301ad74c311ee2e88e95aec9247feb9d67bf0351614037a1430c
openalex,AI writing economics,broad,http-429,2026-08-24T15:12:15+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31665,""costUsd"":0.001,""daily",raw/openalex-008.json,209d6c0ae753301ad74c311ee2e88e95aec9247feb9d67bf0351614037a1430c
openalex,generative AI revision feedback,broad,http-429,2026-08-24T15:12:15+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31665,""costUsd"":0.001,""daily",raw/openalex-009.json,209d6c0ae753301ad74c311ee2e88e95aec9247feb9d67bf0351614037a1430c
openalex,AI assisted essay revision,broad,http-429,2026-08-24T15:12:15+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31665,""costUsd"":0.001,""daily",raw/openalex-010.json,209d6c0ae753301ad74c311ee2e88e95aec9247feb9d67bf0351614037a1430c
openalex,human AI co-writing agency ownership,broad,http-429,2026-08-24T15:12:16+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31664,""costUsd"":0.001,""daily",raw/openalex-011.json,361df328568f32f0ff01ff699037451c79260035aee3a510dfed852ca42bda10
openalex,language model writing feedback evaluation,broad,http-429,2026-08-24T15:12:16+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31664,""costUsd"":0.001,""daily",raw/openalex-012.json,361df328568f32f0ff01ff699037451c79260035aee3a510dfed852ca42bda10
openalex,generative AI workplace writing productivity,broad,http-429,2026-08-24T15:12:16+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31664,""costUsd"":0.001,""daily",raw/openalex-013.json,361df328568f32f0ff01ff699037451c79260035aee3a510dfed852ca42bda10
openalex,AI academic writing systematic review,broad,http-429,2026-08-24T15:12:16+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31664,""costUsd"":0.001,""daily",raw/openalex-014.json,361df328568f32f0ff01ff699037451c79260035aee3a510dfed852ca42bda10
openalex,AI writing disclosure authorship,broad,http-429,2026-08-24T15:12:16+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31664,""costUsd"":0.001,""daily",raw/openalex-015.json,361df328568f32f0ff01ff699037451c79260035aee3a510dfed852ca42bda10
openalex,LLM judge writing quality,broad,http-429,2026-08-24T15:12:16+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31663,""costUsd"":0.001,""daily",raw/openalex-016.json,af67431ad6a3dc5f5ef9579f5ecd466438ea3d87479f8f57934acd802d750ad3
openalex,AI writing citation accuracy,broad,http-429,2026-08-24T15:12:17+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31663,""costUsd"":0.001,""daily",raw/openalex-017.json,af67431ad6a3dc5f5ef9579f5ecd466438ea3d87479f8f57934acd802d750ad3
openalex,writing assistance collective diversity,broad,http-429,2026-08-24T15:12:17+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31663,""costUsd"":0.001,""daily",raw/openalex-018.json,af67431ad6a3dc5f5ef9579f5ecd466438ea3d87479f8f57934acd802d750ad3
openalex,AI writing reader perception,broad,http-429,2026-08-24T15:12:17+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31663,""costUsd"":0.001,""daily",raw/openalex-019.json,af67431ad6a3dc5f5ef9579f5ecd466438ea3d87479f8f57934acd802d750ad3
openalex,language model simulated student revisions,broad,http-429,2026-08-24T15:12:17+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31663,""costUsd"":0.001,""daily",raw/openalex-020.json,af67431ad6a3dc5f5ef9579f5ecd466438ea3d87479f8f57934acd802d750ad3
openalex,PRISMA S reporting literature searches,broad,http-429,2026-08-24T15:12:17+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31663,""costUsd"":0.001,""daily",raw/openalex-021.json,af67431ad6a3dc5f5ef9579f5ecd466438ea3d87479f8f57934acd802d750ad3
openalex,generative AI workplace email field experiment,broad,http-429,2026-08-24T15:12:17+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31662,""costUsd"":0.001,""daily",raw/openalex-022.json,77e8ade8006754c6f8a923e70923730f54bcd58a8f3d339c5b0830c979cd51cf
openalex,large language models creative diversity writing,broad,http-429,2026-08-24T15:12:18+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31662,""costUsd"":0.001,""daily",raw/openalex-023.json,77e8ade8006754c6f8a923e70923730f54bcd58a8f3d339c5b0830c979cd51cf
