source,query,mode,status,started_at,result_count,error,raw_response,raw_sha256
openalex,generative AI writing,broad,http-429,2026-08-24T15:16:54+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31386,""costUsd"":0.001,""daily",raw/openalex-001.json,dbc4457187e83f58a787ce2aaf3afb4e65b98300bf858977aae0f001c3dd7e2d
openalex,large language model academic writing,broad,http-429,2026-08-24T15:16:54+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31386,""costUsd"":0.001,""daily",raw/openalex-002.json,dbc4457187e83f58a787ce2aaf3afb4e65b98300bf858977aae0f001c3dd7e2d
openalex,human AI collaborative writing,broad,http-429,2026-08-24T15:16:54+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31385,""costUsd"":0.001,""daily",raw/openalex-003.json,d5ee5495847d9265a01fb6e3b47ace2be685ff33e37005d6c67d5293886a2404
openalex,LLM writing feedback,broad,http-429,2026-08-24T15:16:55+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31385,""costUsd"":0.001,""daily",raw/openalex-004.json,d5ee5495847d9265a01fb6e3b47ace2be685ff33e37005d6c67d5293886a2404
openalex,ChatGPT scientific writing,broad,http-429,2026-08-24T15:16:55+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31385,""costUsd"":0.001,""daily",raw/openalex-005.json,d5ee5495847d9265a01fb6e3b47ace2be685ff33e37005d6c67d5293886a2404
openalex,generative AI prose quality,broad,http-429,2026-08-24T15:16:55+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31385,""costUsd"":0.001,""daily",raw/openalex-006.json,d5ee5495847d9265a01fb6e3b47ace2be685ff33e37005d6c67d5293886a2404
openalex,AI-assisted writing evaluation,broad,http-429,2026-08-24T15:16:55+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31385,""costUsd"":0.001,""daily",raw/openalex-007.json,d5ee5495847d9265a01fb6e3b47ace2be685ff33e37005d6c67d5293886a2404
openalex,AI writing economics,broad,http-429,2026-08-24T15:16:55+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31384,""costUsd"":0.001,""daily",raw/openalex-008.json,18a7c796b328cfdfde395ad17f8247c1af733a40d32e6f85cd9c51addf494c45
openalex,generative AI revision feedback,broad,http-429,2026-08-24T15:16:56+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31384,""costUsd"":0.001,""daily",raw/openalex-009.json,18a7c796b328cfdfde395ad17f8247c1af733a40d32e6f85cd9c51addf494c45
openalex,AI assisted essay revision,broad,http-429,2026-08-24T15:16:56+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31384,""costUsd"":0.001,""daily",raw/openalex-010.json,18a7c796b328cfdfde395ad17f8247c1af733a40d32e6f85cd9c51addf494c45
openalex,human AI co-writing agency ownership,broad,http-429,2026-08-24T15:16:56+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31384,""costUsd"":0.001,""daily",raw/openalex-011.json,18a7c796b328cfdfde395ad17f8247c1af733a40d32e6f85cd9c51addf494c45
openalex,language model writing feedback evaluation,broad,http-429,2026-08-24T15:16:56+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31384,""costUsd"":0.001,""daily",raw/openalex-012.json,18a7c796b328cfdfde395ad17f8247c1af733a40d32e6f85cd9c51addf494c45
openalex,generative AI workplace writing productivity,broad,http-429,2026-08-24T15:16:56+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31384,""costUsd"":0.001,""daily",raw/openalex-013.json,18a7c796b328cfdfde395ad17f8247c1af733a40d32e6f85cd9c51addf494c45
openalex,AI academic writing systematic review,broad,http-429,2026-08-24T15:16:57+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31383,""costUsd"":0.001,""daily",raw/openalex-014.json,11e6197b95e312c37fde4c3a1ab696700d5a2dfd6718616694cd59b93fbca64e
openalex,AI writing disclosure authorship,broad,http-429,2026-08-24T15:16:57+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31383,""costUsd"":0.001,""daily",raw/openalex-015.json,11e6197b95e312c37fde4c3a1ab696700d5a2dfd6718616694cd59b93fbca64e
openalex,LLM judge writing quality,broad,http-429,2026-08-24T15:16:57+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31383,""costUsd"":0.001,""daily",raw/openalex-016.json,11e6197b95e312c37fde4c3a1ab696700d5a2dfd6718616694cd59b93fbca64e
openalex,AI writing citation accuracy,broad,http-429,2026-08-24T15:16:57+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31383,""costUsd"":0.001,""daily",raw/openalex-017.json,11e6197b95e312c37fde4c3a1ab696700d5a2dfd6718616694cd59b93fbca64e
openalex,writing assistance collective diversity,broad,http-429,2026-08-24T15:16:57+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31383,""costUsd"":0.001,""daily",raw/openalex-018.json,11e6197b95e312c37fde4c3a1ab696700d5a2dfd6718616694cd59b93fbca64e
openalex,AI writing reader perception,broad,http-429,2026-08-24T15:16:58+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31382,""costUsd"":0.001,""daily",raw/openalex-019.json,6c0594b91b9b2bc6615ca5c574a073e59642a5e10b08f0cd035238e42e1f2d90
openalex,language model simulated student revisions,broad,http-429,2026-08-24T15:16:58+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31382,""costUsd"":0.001,""daily",raw/openalex-020.json,6c0594b91b9b2bc6615ca5c574a073e59642a5e10b08f0cd035238e42e1f2d90
openalex,PRISMA S reporting literature searches,broad,http-429,2026-08-24T15:16:58+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31382,""costUsd"":0.001,""daily",raw/openalex-021.json,6c0594b91b9b2bc6615ca5c574a073e59642a5e10b08f0cd035238e42e1f2d90
openalex,generative AI workplace email field experiment,broad,http-429,2026-08-24T15:16:58+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31382,""costUsd"":0.001,""daily",raw/openalex-022.json,6c0594b91b9b2bc6615ca5c574a073e59642a5e10b08f0cd035238e42e1f2d90
openalex,large language models creative diversity writing,broad,http-429,2026-08-24T15:16:58+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":31381,""costUsd"":0.001,""daily",raw/openalex-023.json,8cd3e96cbb3aaceda1129ea03083663c13709fb81280f03cb4605776d778f822
