source,query,mode,status,started_at,result_count,error,raw_response,raw_sha256
openalex,generative AI writing,broad,http-200,2026-08-24T14:40:22+00:00,50,,raw/openalex-001.json,524af2a1adf5089ab032c05af38ae6786c305aab4668093e4cb41af0487fe052
openalex,large language model academic writing,broad,http-200,2026-08-24T14:40:25+00:00,50,,raw/openalex-002.json,3fff51f562c957d4bfcce688188e25e6cbe80ca209b0ef99a5ca471ef69a00ee
openalex,human AI collaborative writing,broad,http-200,2026-08-24T14:40:27+00:00,50,,raw/openalex-003.json,56f92926f8362f5f7ed734f204237072a67860b3a87967563e73d382e71fbc1a
openalex,LLM writing feedback,broad,http-200,2026-08-24T14:40:30+00:00,50,,raw/openalex-004.json,6c4463663fc1ae716ef195cc551397efe06cd830fc410f2a5c9ccd30624172b3
openalex,ChatGPT scientific writing,broad,http-200,2026-08-24T14:40:33+00:00,50,,raw/openalex-005.json,494b4b837c6e935569f5a62ca9370761d6ccd831ae2666fdee17d1a5fc3a7b8a
openalex,generative AI prose quality,broad,http-200,2026-08-24T14:40:37+00:00,50,,raw/openalex-006.json,a4aa6b199408ec17d9261c018fe7309f06b7b78068b5cd38ce5c774f163a6c10
openalex,AI-assisted writing evaluation,broad,http-429,2026-08-24T14:40:41+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":33559,""costUsd"":0.001,""daily",raw/openalex-007.json,f53071edd4c6a2a7e20b97fd3364cb9709a3261a01542667110eab3297e97f8e
openalex,AI writing economics,broad,http-429,2026-08-24T14:40:41+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":33558,""costUsd"":0.001,""daily",raw/openalex-008.json,a54f0133f2ec6176c751bc6fdffe2d756b928556b7983c7480fdd29575263b6b
openalex,generative AI revision feedback,broad,http-429,2026-08-24T14:40:42+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":33558,""costUsd"":0.001,""daily",raw/openalex-009.json,a54f0133f2ec6176c751bc6fdffe2d756b928556b7983c7480fdd29575263b6b
openalex,AI assisted essay revision,broad,http-429,2026-08-24T14:40:42+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":33557,""costUsd"":0.001,""daily",raw/openalex-010.json,5df773b8b3e49b108b81af55a6cad104505da229c504da3abc891a24ec547934
openalex,human AI co-writing agency ownership,broad,http-429,2026-08-24T14:40:43+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":33557,""costUsd"":0.001,""daily",raw/openalex-011.json,5df773b8b3e49b108b81af55a6cad104505da229c504da3abc891a24ec547934
openalex,language model writing feedback evaluation,broad,http-429,2026-08-24T14:40:43+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":33557,""costUsd"":0.001,""daily",raw/openalex-012.json,5df773b8b3e49b108b81af55a6cad104505da229c504da3abc891a24ec547934
openalex,generative AI workplace writing productivity,broad,http-429,2026-08-24T14:40:43+00:00,0,"HTTP 429: {""error"":""Rate limit exceeded"",""message"":""Insufficient budget. This request costs $0.001 but you only have $0 remaining. Resets at midnight UTC. Need more? Add funds at https://openalex.org/pricing"",""retryAfter"":33557,""costUsd"":0.001,""daily",raw/openalex-013.json,5df773b8b3e49b108b81af55a6cad104505da229c504da3abc891a24ec547934
